quote,author
"“Then what is the relationship between something that you do and the state of joy? You will enjoy any activity in which you are fully present, any activity that is not just a means to an end. It isn’t the action you perform that you really enjoy, but the deep sense of aliveness that flows into”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“The collective disease of humanity is that people are so engrossed in what happens, so hypnotized by the world of fluctuating forms, so absorbed in the content of their lives, they have forgotten the essence, that which is beyond content, beyond form, beyond thought. They are so consumed by time that they have forgotten eternity, which is their origin, their home, their destiny. Eternity is the living reality of who you are.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
“The peace that comes with surrendered action turns to a sense of aliveness when you actually enjoy what you are doing.”,"Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“Even a stone has rudimentary consciousness; otherwise, it would not be, and its atoms and molecules would disperse. Everything is alive. The sun, the earth, plants, animals, humans — all are expressions of consciousness in varying degrees, consciousness manifesting as form.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“There is a deep interrelatedness between your state of consciousness and external reality. When you are in the grip of a mind-set such as 'war,' your perceptions become extremely selective as well as distorted. In other words, you will see only what you want to see and then misinterpret it. You can imagine what kind of action comes out of such a delusional system.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
“No excuses. No negativity. No psychic pollution. Keep your inner space clear.”,"Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“You realize your true identity as consciousness itself, rather than what consciousness has identified with. That's the peace of God. The ultimate truth of who you are is not I am this or I am that, but I Am.”",Eckhart Tolle
"“The philosopher Descartes believed that he had found the most fundamental truth when he made his famous statement: “I think, therefore I am.” He had, in fact, given expression to the most basic error: to equate thinking with Being and identity with thinking.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
“Try a little experiment. Close your eyes and say to yourself: “I wonder what my next thought is going to be.” Then become very alert and wait for the next thought. Be like a cat watching a mouse hole. What thought is going to come out of the mouse hole?”,"Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“This is beautifully expressed in the Zen saying “The snow falls, each flake in its appropriate place.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
“I try to find myself in things but never quite make it and end up losing myself in them. That is the fate of the ego.”,"Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
“Past and future veil God from our sight; burn up both of them with fire”,"Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Nonreaction to the ego in others is one of the most effective ways not only of going beyond ego in yourself but also of dissolving the collective human ego. But you can only be in a state of nonreactor if you can recognize someone's behavior as coming from the ego, as being an expression of the collective human dysfunction. When you realize it's not personal, there is no longer a compulsion to react as if it were.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“Whatever the present moment contains, accept it as if you had chosen it. Always work with it, not against it. Make it your friend and ally, not your enemy. This will miraculously transform your whole life.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
